,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
23687,0,0,3.7,29,0,20,1196,500.0,5047
23688,1,0,3.3,97,46,62,1156,400.0,5047
23689,1,0,3.5,221,0,70,1119,400.0,5047
23690,1,0,3.8,282,30,20,283,800.0,5047
23696,1,0,3.8,61,0,62,203,300.0,3812
23698,1,0,3.9,135,30,62,866,350.0,5047
23699,0,0,3.8,58,0,62,1547,300.0,5047
23700,0,0,3.9,41,0,3,195,200.0,5047
23702,1,0,3.5,177,0,62,203,500.0,5047
23703,1,0,3.7,195,0,62,1156,400.0,5047
23706,0,0,3.9,144,46,13,377,550.0,5047
23708,1,0,3.8,254,0,20,521,550.0,5047
23709,1,0,3.0,61,0,13,332,650.0,5047
23710,1,0,3.8,614,0,13,472,600.0,5047
23711,1,0,3.9,247,30,13,406,400.0,5047
23712,1,0,3.9,128,46,20,1568,500.0,5047
23714,1,0,3.9,358,0,62,1196,400.0,5047
23716,1,0,3.6,71,0,62,1248,350.0,1184
23733,1,0,4.0,113,0,12,1652,250.0,5047
23738,0,0,3.7,41,0,20,282,450.0,5047
23748,1,0,3.1,68,30,62,1140,550.0,5047
23773,1,0,2.9,42,0,62,1432,250.0,5047
23774,1,0,2.9,132,0,62,565,300.0,5047
23794,1,0,3.8,75,30,62,1046,300.0,5047
23801,1,0,3.1,245,46,62,1257,300.0,5047
23802,0,1,3.8,176,30,20,1157,1350.0,5047
23804,0,0,3.7,93,30,20,1196,900.0,5047
23806,1,0,3.0,57,30,62,1329,400.0,5047
23809,1,0,4.0,166,30,62,1589,400.0,5047
23811,0,0,3.7,167,30,13,437,400.0,5047
23814,1,0,3.6,241,46,62,1196,300.0,5047
23818,1,1,3.9,488,0,13,710,700.0,5047
23819,1,0,3.9,438,0,20,197,650.0,5047
23821,1,0,2.9,258,0,62,1156,250.0,5047
23825,0,1,4.3,1246,30,21,1480,1000.0,5047
23826,0,1,3.9,1779,28,4,899,1300.0,5047
23827,0,0,4.3,680,28,52,685,1500.0,5047
23830,0,0,4.5,2800,28,21,1170,1200.0,5047
23831,1,1,4.3,4321,28,52,625,1600.0,5047
23832,1,1,4.2,2206,28,60,10,1200.0,5047
23833,0,1,4.0,720,28,60,890,1500.0,5047
23834,1,1,4.1,590,28,21,688,1200.0,5047
23835,0,1,4.1,1195,28,26,979,1200.0,5047
23836,1,1,4.0,1016,28,58,882,1300.0,5047
23837,1,1,4.1,1405,28,26,1296,1100.0,5047
23838,1,1,4.1,847,28,21,1546,1100.0,4831
23839,1,0,3.9,914,28,4,1266,1000.0,5047
23841,0,0,3.4,97,28,21,1559,1100.0,5047
23844,1,1,4.4,2496,3,57,1343,900.0,5047
23845,1,1,4.4,2241,3,21,744,1200.0,5047
23846,0,1,4.4,1154,0,21,1369,1100.0,5047
23847,0,1,3.8,151,30,46,1157,1350.0,5047
23848,0,1,4.6,1502,34,20,813,1400.0,5047
23849,0,1,4.4,1099,34,21,1172,1400.0,5047
23850,0,1,4.2,1132,34,20,1325,1600.0,5047
23851,1,1,4.5,1228,34,20,1385,800.0,5047
23852,1,1,4.4,347,34,20,249,600.0,5047
23853,1,1,4.3,473,34,20,1547,750.0,5047
23854,1,1,4.2,405,34,20,1509,1500.0,5047
23855,1,0,3.8,311,34,20,723,800.0,5047
23856,1,1,3.7,399,34,20,1414,1000.0,5047
23857,0,0,4.1,111,35,20,799,1400.0,5047
23858,1,0,4.0,3128,35,20,1402,750.0,5047
23859,1,1,4.1,840,35,13,474,800.0,5047
23860,0,0,4.5,1181,34,16,338,900.0,5047
23861,1,1,4.2,559,34,13,406,1200.0,5047
23862,1,0,4.1,399,34,33,785,700.0,5047
23863,1,1,4.1,577,34,13,455,700.0,5047
23864,0,0,4.3,167,34,13,332,500.0,5047
23866,0,0,3.8,92,34,13,332,700.0,5047
23869,0,0,4.0,241,34,13,387,600.0,5047
23870,1,0,4.1,172,34,13,763,700.0,5047
23871,1,0,4.1,274,34,13,416,900.0,5047
23872,0,0,3.8,110,34,22,1221,700.0,5047
23874,1,0,3.7,46,34,13,332,500.0,5047
23875,1,0,3.8,140,34,13,409,650.0,5047
23876,1,0,3.6,56,34,13,332,650.0,5047
23882,1,0,3.9,97,34,13,437,350.0,5047
23883,1,1,4.4,2589,35,22,1468,600.0,5047
23885,1,0,4.3,191,21,13,357,700.0,5047
23886,1,1,4.3,496,35,19,372,800.0,5047
23888,1,0,4.0,722,35,13,374,1000.0,5047
23889,1,1,3.6,104,35,13,654,800.0,5047
23899,1,1,4.5,506,23,13,455,650.0,5047
23901,1,0,4.1,98,23,13,384,500.0,5047
23902,1,0,3.7,73,2,19,398,500.0,5047
23903,1,0,3.8,44,2,13,389,500.0,5047
23907,1,0,3.8,77,2,13,436,550.0,5047
23913,1,0,4.4,287,55,29,930,500.0,2311
23915,1,0,3.8,221,34,30,959,400.0,5047
23916,1,0,3.6,531,57,29,923,450.0,5047
23917,1,0,3.7,52,34,62,1046,350.0,4864
23921,1,0,4.4,1418,35,62,1115,300.0,5047
23922,1,0,3.3,238,60,62,1196,400.0,5047
23923,1,0,3.9,420,35,20,1524,800.0,5047
23924,1,0,4.0,148,21,29,260,400.0,5047
23925,1,1,4.5,1228,34,20,1385,800.0,5047
23926,1,0,4.0,253,23,20,1386,600.0,5047
23927,1,0,3.7,205,55,41,322,400.0,5047
23928,1,0,4.1,327,34,62,1589,300.0,2675
23929,1,0,4.2,376,34,62,1644,350.0,5047
23930,1,0,3.7,215,2,72,574,450.0,5047
23931,1,0,3.8,109,2,21,56,600.0,5047
23934,1,0,3.7,297,2,62,235,200.0,5047
23935,1,0,3.8,128,55,62,1494,300.0,5047
23936,0,0,3.9,87,34,30,773,300.0,5047
23937,1,0,4.8,265,34,30,767,400.0,5047
23938,1,0,4.0,209,34,62,1507,600.0,5047
23942,1,0,3.2,123,2,20,1033,600.0,5047
23946,1,1,3.0,160,23,20,1155,650.0,5047
23947,1,0,4.1,189,34,62,1547,100.0,4138
23948,1,0,3.7,306,55,62,1338,400.0,5047
23949,1,1,4.0,202,55,62,1189,450.0,5047
23951,1,0,3.5,408,55,62,323,600.0,5047
23952,1,0,3.9,96,34,62,591,300.0,1679
23953,1,0,4.2,432,34,30,773,500.0,5047
23954,1,0,3.9,247,55,62,1045,400.0,5047
23955,1,0,4.1,343,35,72,1392,500.0,5047
23956,1,0,3.9,162,34,29,1465,750.0,5047
23957,1,0,3.9,232,35,29,235,650.0,5047
23958,1,0,2.6,210,55,62,1196,400.0,5047
23960,1,0,3.6,153,55,62,1517,400.0,360
23964,1,0,2.7,182,35,20,1426,450.0,5047
23969,1,0,3.7,93,35,62,1058,400.0,5047
23970,1,0,4.3,332,23,62,322,300.0,5047
23972,1,0,3.8,257,2,62,1196,600.0,5047
23973,1,0,3.4,182,2,20,577,500.0,5047
23975,1,1,4.4,347,34,20,249,600.0,5047
23976,1,0,4.0,156,55,66,320,550.0,5047
23977,1,0,3.7,41,23,29,1513,400.0,5047
23978,1,0,3.6,195,34,62,1196,500.0,5047
23980,1,0,3.8,140,34,20,925,700.0,5047
23984,1,1,4.3,1437,35,20,1625,1500.0,5047
23990,1,0,3.5,324,2,20,1375,600.0,5047
23991,1,0,3.9,115,35,20,521,550.0,5047
23993,1,0,3.7,50,64,30,769,300.0,5047
23995,1,0,3.2,107,23,29,1156,500.0,5047
23996,1,0,3.9,35,34,29,181,500.0,5047
23997,1,0,3.6,68,60,20,309,450.0,5047
23999,1,1,4.1,577,34,13,455,700.0,5047
24001,0,0,3.4,58,55,62,1586,500.0,5047
24003,1,0,2.7,64,55,41,521,700.0,5047
24006,1,0,4.0,177,55,20,698,600.0,5047
24007,1,0,3.9,190,35,20,1058,600.0,5047
24008,1,0,3.8,140,35,62,1190,500.0,5047
24011,1,0,3.9,110,35,62,817,400.0,5047
24012,1,0,3.7,48,55,72,93,150.0,5047
24014,1,0,2.6,227,2,62,1002,600.0,5047
24021,1,0,3.8,128,35,62,851,400.0,5047
24022,1,0,4.0,220,23,20,558,500.0,5047
24024,1,0,3.8,88,34,62,1047,400.0,5047
24025,1,0,3.6,90,55,62,1670,400.0,5047
24026,1,0,3.7,370,35,20,111,800.0,5047
24029,1,1,4.5,755,55,4,737,1300.0,5047
24030,1,0,3.9,611,2,20,539,750.0,5047
24033,1,0,3.8,103,55,62,1156,400.0,5047
24034,1,0,3.9,71,2,62,547,250.0,5047
24035,0,0,4.5,1181,34,16,338,900.0,5047
24036,1,1,4.2,341,34,26,912,1400.0,5047
24037,1,0,3.8,151,2,62,1476,500.0,5047
24038,1,0,3.8,109,2,30,956,450.0,5047
24039,1,0,3.1,78,23,29,1296,500.0,5047
24041,1,0,3.4,78,2,62,1552,400.0,5047
24042,1,0,3.6,76,35,62,1061,450.0,5047
24045,1,0,3.9,84,55,30,767,300.0,5047
24046,0,0,4.1,470,34,20,1156,800.0,5047
24047,1,0,3.7,57,23,29,624,500.0,5047
24053,1,0,3.1,150,34,20,1181,500.0,5047
24055,1,0,3.8,140,34,13,409,650.0,5047
24059,1,0,3.4,378,34,62,1474,400.0,5047
24060,1,0,3.7,118,35,62,609,450.0,5047
24061,1,0,2.7,171,34,20,282,500.0,5047
24062,1,1,4.2,559,34,13,406,1200.0,5047
24065,1,0,3.6,42,55,20,103,600.0,5047
24066,1,1,4.5,506,23,13,455,650.0,5047
24067,1,0,3.3,63,2,20,1197,500.0,5047
24068,1,0,3.7,91,34,62,1628,200.0,5047
24070,1,0,3.9,97,34,13,437,350.0,2407
24071,1,1,4.0,694,55,20,1375,1200.0,5047
24078,1,0,3.9,55,34,9,215,400.0,5047
24080,1,0,3.7,91,34,20,1277,500.0,5047
24082,1,0,4.0,297,34,62,1156,350.0,5047
24084,1,0,4.1,200,34,20,1067,800.0,5047
24087,1,0,3.8,49,35,62,1597,300.0,5047
24088,1,0,3.7,64,2,62,581,400.0,5047
24090,1,0,2.7,194,55,20,1599,400.0,5047
24091,1,0,4.1,399,34,33,785,700.0,5047
24092,1,0,4.1,98,23,13,384,500.0,5047
24093,1,0,3.9,224,2,20,611,600.0,5047
24094,1,0,2.6,254,2,20,1196,1050.0,5047
24095,1,0,4.2,386,34,62,322,500.0,4477
24097,0,1,3.9,300,34,20,56,750.0,5047
24099,1,0,3.9,64,34,31,770,600.0,5047
24103,1,1,4.1,840,35,13,474,800.0,5047
24104,1,0,4.0,3128,35,20,1402,750.0,5047
24106,1,0,4.0,91,55,62,322,500.0,5047
24107,1,0,3.7,145,55,20,1495,600.0,5047
24108,1,1,4.2,1196,34,60,888,1400.0,5047
24110,1,0,4.0,89,34,62,817,200.0,5047
24113,1,1,3.6,104,35,13,654,800.0,5047
24118,1,0,4.0,96,34,9,210,400.0,5047
24125,1,0,3.9,375,55,62,54,400.0,5047
24126,1,1,3.9,293,34,20,1521,900.0,5047
24127,1,0,3.8,31,2,41,773,300.0,5047
24132,1,0,3.6,147,35,20,1276,700.0,5047
24133,1,0,4.0,398,55,20,14,1500.0,5047
24137,1,0,3.8,69,34,62,1156,300.0,5047
24138,1,0,4.3,191,21,13,357,700.0,5047
24145,1,0,4.0,469,55,20,69,550.0,5047
24146,1,0,3.7,118,35,62,84,300.0,5047
24151,0,0,4.0,83,34,62,1352,500.0,5047
24153,1,0,3.9,191,21,20,1386,650.0,5047
24154,1,1,3.7,83,34,20,59,800.0,5047
24157,1,0,3.3,58,35,62,1497,300.0,5047
24158,1,0,3.7,301,35,20,262,750.0,5047
24159,0,0,3.9,47,34,62,1439,500.0,5047
24160,1,1,4.1,448,34,20,609,500.0,5047
24166,1,0,3.3,351,2,51,79,350.0,5047
24168,1,0,3.7,86,55,62,1109,400.0,5047
24169,1,1,3.5,131,2,20,1328,1000.0,5047
24170,1,0,3.8,306,55,62,1499,400.0,5047
24172,1,1,4.4,2589,35,22,1468,600.0,5047
24173,1,0,3.7,600,55,20,66,600.0,5047
24177,1,0,3.6,92,2,62,106,400.0,5047
24182,1,0,3.7,209,34,20,1057,600.0,5047
24183,1,0,3.8,80,34,20,521,750.0,5047
24184,0,1,4.4,1099,34,21,1172,1400.0,5047
24189,1,0,4.1,498,34,62,1644,250.0,5047
24190,1,0,3.9,283,2,62,1335,250.0,5047
24195,1,0,2.8,100,55,41,735,800.0,5047
24196,1,0,3.8,48,2,70,1121,150.0,5047
24197,1,0,4.2,533,55,20,1135,800.0,5047
24201,1,0,3.8,185,35,62,235,250.0,5047
24205,1,1,4.5,1013,34,20,558,1100.0,5047
24207,0,0,4.3,259,34,30,951,200.0,5047
24208,1,1,4.1,229,35,20,1065,550.0,5047
24210,1,0,3.8,232,20,20,1196,500.0,5047
24212,1,0,3.9,240,34,20,235,600.0,5047
24217,1,0,3.3,145,2,20,610,900.0,5047
24218,1,0,3.7,71,2,20,82,450.0,4608
24220,1,0,4.0,72,35,20,1088,400.0,5047
24221,1,0,3.7,214,34,20,111,700.0,5047
24222,1,0,3.9,186,35,62,558,500.0,5047
24224,1,0,3.5,119,34,20,266,750.0,976
24225,1,0,3.8,289,34,20,296,600.0,940
24226,1,0,2.7,227,64,20,572,750.0,5047
24227,1,0,2.8,234,34,20,521,700.0,5047
24228,1,0,4.0,120,35,32,216,150.0,4304
24229,1,0,3.5,312,35,20,1145,700.0,4060
24230,1,1,3.9,321,34,20,52,750.0,5047
24231,1,0,3.7,73,2,19,398,500.0,4880
24232,1,0,3.9,39,34,62,218,300.0,1716
24233,1,0,4.0,209,35,62,1150,550.0,4158
24235,1,0,4.1,174,34,30,953,500.0,2642
24237,1,0,3.8,173,21,62,235,300.0,4943
24239,1,1,4.4,2329,34,54,39,1400.0,1486
24241,1,0,4.4,203,34,20,131,800.0,5047
24242,1,1,4.3,496,35,19,372,800.0,5047
24243,1,0,3.9,358,21,20,1384,650.0,5047
24244,1,1,4.3,473,34,20,1547,750.0,5047
24245,1,1,4.5,418,35,20,145,1200.0,454
24247,1,0,3.9,219,35,20,68,600.0,4192
24248,0,1,4.3,416,34,54,799,1800.0,5047
24250,0,0,3.8,110,34,22,1221,700.0,5047
24256,1,0,3.8,98,2,20,558,500.0,5047
24257,1,0,4.0,175,35,62,208,400.0,5047
24258,1,0,3.6,519,34,20,1399,600.0,1227
24259,1,0,3.9,93,34,62,1358,400.0,5047
24260,1,0,4.1,274,34,13,416,900.0,3450
24261,1,0,3.7,220,34,62,266,400.0,5047
24264,1,1,4.0,667,2,20,1307,700.0,5047
24266,1,0,4.1,155,34,20,558,1100.0,5047
24268,1,0,3.9,41,35,62,315,550.0,2188
24269,1,0,4.1,201,34,20,1543,650.0,4366
24270,1,0,4.0,722,35,13,374,1000.0,5047
24271,1,1,4.2,405,34,20,1509,1500.0,5047
24272,1,1,4.1,223,34,20,135,500.0,5047
24273,1,0,4.2,219,34,20,84,1000.0,1331
24276,1,0,3.7,124,34,20,760,600.0,5047
24278,1,1,3.7,399,34,20,1414,1000.0,3564
24279,1,0,4.1,383,35,20,557,700.0,5047
24282,1,0,4.0,99,35,62,1121,400.0,5047
24283,1,0,3.8,202,21,20,558,600.0,5047
24284,0,0,4.1,107,34,9,223,350.0,5047
24286,1,0,4.0,165,55,20,1156,500.0,4100
24287,1,0,3.8,362,20,13,383,700.0,448
24288,1,0,3.9,116,64,20,1181,1000.0,2874
24289,1,0,2.9,619,55,62,1196,500.0,5047
24291,1,0,4.1,198,34,20,965,600.0,5047
24293,1,0,3.7,46,34,13,332,500.0,373
24296,1,0,4.1,1208,34,20,1156,800.0,5047
24298,0,1,4.2,783,34,20,1101,1400.0,5047
24299,1,0,4.1,172,34,13,763,700.0,5047
24300,1,0,3.9,77,34,20,975,800.0,1281
24306,1,0,3.0,119,35,72,267,500.0,5047
24307,1,1,3.8,360,34,60,730,1300.0,2008
24309,0,0,3.9,78,34,62,181,650.0,5047
24315,1,0,3.7,83,34,20,513,600.0,5047
24316,1,0,3.6,113,2,72,1156,400.0,5047
24317,1,1,3.9,751,21,57,628,1500.0,1780
24327,1,0,3.9,367,2,29,1429,450.0,5047
24338,1,0,3.9,82,55,62,558,400.0,4733
24343,0,0,2.6,45,34,29,235,650.0,5047
24347,0,0,4.0,81,34,20,2,1000.0,5047
24348,1,0,3.8,77,2,13,436,550.0,2753
24349,1,0,3.8,311,34,20,723,800.0,5047
24361,1,0,3.7,42,2,62,521,500.0,5047
24363,0,0,2.9,56,34,20,104,700.0,5047
24372,0,0,3.7,90,34,20,1144,600.0,5047
24373,1,0,3.7,68,23,20,1548,800.0,5047
24389,1,1,4.0,178,34,20,29,1000.0,5047
24395,1,0,4.0,129,35,62,118,600.0,5047
24397,1,0,3.9,52,35,62,823,300.0,2147
24398,0,0,4.0,161,35,20,286,600.0,5047
24399,0,1,4.1,737,35,21,50,800.0,5047
24400,0,0,3.9,247,35,20,95,450.0,5047
24401,0,0,3.9,121,21,20,107,600.0,5047
24404,0,0,4.1,109,35,20,558,450.0,5047
24405,0,0,3.8,161,2,62,235,300.0,5047
24440,1,1,4.4,816,34,46,682,1200.0,5047
24446,0,0,3.8,139,35,21,1222,500.0,5047
24448,1,0,4.0,50,23,3,188,250.0,5047
24457,0,0,4.2,216,35,51,1555,300.0,5047
24458,0,0,3.8,164,35,20,77,650.0,5047
24462,1,0,4.1,91,35,29,1465,600.0,4168
24463,0,1,3.9,198,35,20,1156,700.0,5047
24464,0,0,3.7,53,35,3,190,350.0,5047
24472,1,0,3.8,44,2,13,389,500.0,3179
24477,0,0,3.7,41,35,62,84,250.0,5047
24478,0,0,4.0,95,21,29,181,300.0,5047
24483,0,0,2.8,69,2,62,868,300.0,5047
24509,0,0,3.8,104,2,62,1061,400.0,5047
24551,1,0,3.8,51,2,41,1547,300.0,4541
24557,1,0,3.9,248,34,4,896,1200.0,2263
24564,1,0,2.9,54,2,62,852,250.0,5047
24572,0,0,3.8,92,34,13,332,700.0,5047
24576,1,0,2.9,54,2,62,852,250.0,5047
24577,1,0,4.8,265,34,30,767,400.0,5047
24579,1,0,4.1,399,34,33,785,700.0,504
24580,0,0,4.4,669,34,30,956,400.0,5047
24581,0,0,4.6,274,34,30,769,300.0,5047
24585,0,0,4.3,259,34,30,951,200.0,5047
24587,1,0,3.8,221,34,30,959,400.0,611
24591,1,0,4.2,432,34,30,773,500.0,817
24592,1,0,4.1,174,34,30,953,500.0,2641
24593,0,0,4.1,71,34,20,973,600.0,5047
24594,0,0,3.8,110,34,22,1221,700.0,5047
24597,1,0,3.9,35,34,29,181,500.0,1617
24600,1,0,3.9,90,34,30,767,300.0,1579
24601,0,0,3.9,87,34,30,773,300.0,5047
24603,1,0,3.9,64,34,31,770,600.0,604
24604,0,0,3.9,78,34,62,181,650.0,5047
24614,0,0,4.0,81,34,20,2,1000.0,5047
24619,1,0,3.0,38,34,0,181,400.0,5047
24622,0,0,3.9,130,21,0,175,400.0,5047
24623,1,1,4.3,496,35,19,372,800.0,5047
24627,0,0,3.7,53,35,3,190,350.0,5047
24628,1,0,4.0,99,35,62,1121,400.0,5047
24630,0,0,4.0,95,21,29,181,300.0,5047
24631,1,0,4.0,120,35,32,216,150.0,4304
24645,1,0,4.4,287,55,29,930,500.0,4161
24646,1,1,4.5,506,23,13,455,650.0,886
24651,1,0,3.8,109,2,30,956,450.0,2903
24652,1,0,3.8,48,2,70,1121,150.0,2772
24667,1,1,4.2,341,34,26,912,1400.0,5047
24668,0,1,4.3,416,34,54,799,1800.0,5047
24669,1,1,4.2,559,34,13,406,1200.0,5047
24670,0,1,4.6,1502,34,20,813,1400.0,5047
24671,0,1,4.4,1099,34,21,1172,1400.0,5047
24672,1,1,4.4,2329,34,54,39,1400.0,1486
24673,0,1,4.2,1132,34,20,1325,1600.0,5047
24674,0,0,4.5,1181,34,16,338,900.0,5047
24675,1,1,4.5,1013,34,20,558,1100.0,5047
24676,0,0,4.1,470,34,20,1156,800.0,5047
24677,1,1,4.5,1228,34,20,1385,800.0,2739
24678,1,1,4.4,347,34,20,249,600.0,5047
24679,1,0,4.1,1208,34,20,1156,800.0,5047
24680,1,1,4.4,816,34,46,682,1200.0,5047
24681,0,1,4.2,1989,34,20,703,800.0,5047
24682,0,1,3.9,300,34,20,56,750.0,5047
24683,1,0,4.2,219,34,20,84,1000.0,1331
24684,1,1,4.1,577,34,13,455,700.0,3114
24685,1,0,4.4,203,34,20,131,800.0,5047
24686,1,1,4.2,1196,34,60,888,1400.0,1389
24687,1,1,3.8,360,34,60,730,1300.0,2008
24688,0,1,4.0,662,34,54,746,1500.0,5047
24689,1,0,3.8,140,34,20,925,700.0,836
24690,1,0,3.6,519,34,20,1399,600.0,1227
24691,1,1,3.9,321,34,20,52,750.0,5047
24692,1,1,4.3,473,34,20,1547,750.0,5047
24693,1,1,4.2,405,34,20,1509,1500.0,5047
24694,0,1,4.2,308,34,20,1067,1300.0,5047
24696,1,0,4.1,201,34,20,1543,650.0,4366
24697,0,1,4.2,783,34,20,1101,1400.0,5047
24698,1,1,4.0,702,34,20,610,800.0,5047
24699,1,0,3.9,248,34,4,896,1200.0,2263
24700,1,0,3.7,83,34,20,513,600.0,5047
24701,1,0,4.1,198,34,20,965,600.0,1789
24702,1,0,3.8,311,34,20,723,800.0,5047
24704,1,0,4.1,155,34,20,558,1100.0,5047
24707,0,0,3.8,92,34,13,332,700.0,5047
24708,1,1,4.1,223,34,20,135,500.0,3054
24709,1,0,3.7,214,34,20,111,700.0,5047
24710,0,1,3.9,74,34,21,629,1200.0,5047
24711,1,1,3.9,293,34,20,1521,900.0,5047
24713,1,1,4.0,178,34,20,29,1000.0,5047
24714,0,1,4.0,377,34,4,738,1300.0,5047
24715,1,0,2.8,234,34,20,521,700.0,5047
24716,0,0,4.0,241,34,13,387,600.0,5047
24717,1,0,4.1,172,34,13,763,700.0,5047
24718,1,1,4.1,448,34,20,609,500.0,4776
24719,1,0,3.9,240,34,20,235,600.0,978
24720,1,1,3.7,399,34,20,1414,1000.0,3564
24721,1,0,3.7,220,34,62,266,400.0,5047
24722,1,0,3.7,209,34,20,1057,600.0,5047
24723,1,0,3.6,244,34,20,1599,400.0,4220
24724,1,0,4.1,200,34,20,1067,800.0,5047
24726,1,0,3.8,289,34,20,296,600.0,940
24727,1,0,4.1,274,34,13,416,900.0,3450
24728,0,0,4.1,71,34,20,973,600.0,5047
24729,0,0,3.8,110,34,22,1221,700.0,5047
24731,1,1,3.7,83,34,20,59,800.0,5047
24733,1,0,3.8,88,34,62,1047,400.0,3863
24735,1,0,3.7,46,34,13,332,500.0,373
24736,1,0,3.5,119,34,20,266,750.0,976
24737,1,0,3.8,140,34,13,409,650.0,1388
24738,1,0,3.7,91,34,20,1277,500.0,1207
24740,1,0,3.6,56,34,13,332,650.0,794
24741,1,0,3.1,150,34,20,1181,500.0,5047
24742,1,0,3.8,80,34,20,521,750.0,5047
24743,1,0,3.9,77,34,20,975,800.0,1281
24747,0,0,2.9,56,34,20,104,700.0,5047
24751,1,0,3.7,124,34,20,760,600.0,5047
24754,0,0,3.7,90,34,20,1144,600.0,5047
24758,0,0,4.0,81,34,20,2,1000.0,5047
24761,1,0,3.9,97,34,13,437,350.0,2407
24762,1,0,2.7,171,34,20,282,500.0,2568
24764,1,0,2.7,434,34,20,1474,750.0,2345
24765,1,0,4.1,399,34,33,785,700.0,504
24766,0,0,4.1,203,34,62,1547,250.0,5047
24768,0,0,4.0,83,34,62,1352,500.0,5047
24769,0,0,3.9,47,34,62,1439,500.0,5047
24770,1,0,4.0,297,34,62,1156,350.0,3449
24771,1,0,3.9,93,34,62,1358,400.0,5047
24773,1,0,3.4,378,34,62,1474,400.0,3127
24775,1,0,4.1,498,34,62,1644,250.0,1934
24776,1,0,4.1,327,34,62,1589,300.0,2676
24778,1,0,4.2,386,34,62,322,500.0,3750
24779,1,0,3.8,69,34,62,1156,300.0,284
24780,1,0,4.0,209,34,62,1507,600.0,863
24781,1,0,2.4,48,34,62,832,450.0,1938
24782,1,0,3.9,96,34,62,591,300.0,3719
24784,1,0,4.0,89,34,62,817,200.0,1928
24794,1,0,3.6,195,34,62,1196,500.0,5047
24795,0,0,3.9,78,34,62,181,650.0,5047
24797,1,0,3.7,52,34,62,1046,350.0,1094
24799,0,0,3.6,84,34,62,591,200.0,5047
24805,0,0,3.5,87,34,62,1547,150.0,5047
24826,1,0,3.7,91,34,62,1628,200.0,3040
24828,0,0,3.7,300,34,62,1416,400.0,5047
24832,0,0,4.0,161,35,20,286,600.0,5047
24833,0,1,4.1,737,35,21,50,800.0,5047
24835,1,1,4.4,2589,35,22,1468,600.0,2251
24836,1,1,4.3,1437,35,20,1625,1500.0,3864
24837,0,0,3.9,247,35,20,95,450.0,5047
24838,1,1,4.1,840,35,13,474,800.0,1386
24839,1,1,4.5,418,35,20,145,1200.0,454
24840,1,1,3.9,751,21,57,628,1500.0,1780
24841,0,0,3.9,121,21,20,107,600.0,5047
24842,1,0,3.9,219,35,20,68,600.0,4192
24843,0,1,4.0,237,35,20,1067,1400.0,5047
24844,1,0,3.9,420,35,20,1524,800.0,2895
24845,1,0,4.3,191,21,13,357,700.0,2120
24846,0,0,4.2,216,35,51,1555,300.0,5047
24847,0,0,4.1,109,35,20,558,450.0,5047
24848,0,0,3.8,164,35,20,77,650.0,5047
24849,1,1,4.1,229,35,20,1065,550.0,5047
24851,1,0,4.0,72,35,20,1088,400.0,5047
24852,1,0,3.9,358,21,20,1384,650.0,5047
24853,1,0,3.7,370,35,20,111,800.0,1131
24854,0,0,4.1,111,35,20,799,1400.0,5047
24855,1,0,4.1,383,35,20,557,700.0,5047
24856,1,0,4.0,3128,35,20,1402,750.0,2103
24857,0,0,4.2,89,35,20,84,700.0,5047
24858,1,0,3.9,191,21,20,1386,650.0,1119
24859,1,0,3.7,301,35,20,262,750.0,5047
24860,1,0,3.8,202,21,20,558,600.0,5047
24861,1,0,4.0,722,35,13,374,1000.0,452
24862,1,1,3.6,104,35,13,654,800.0,5043
24863,1,0,3.9,190,35,20,1058,600.0,585
24864,1,0,3.6,147,35,20,1276,700.0,570
24865,0,1,3.9,198,35,20,1156,700.0,5047
24866,0,0,3.8,139,35,21,1222,500.0,5047
24870,1,0,3.5,312,35,20,1145,700.0,4061
24892,1,0,3.9,115,35,20,521,550.0,5047
24895,1,0,2.7,182,35,20,1426,450.0,1677
24898,1,0,4.4,1418,35,62,1115,300.0,2143
24900,1,0,3.9,110,35,62,817,400.0,2223
24902,1,0,4.0,175,35,62,208,400.0,5047
24903,1,0,3.9,718,35,62,323,600.0,1473
24905,1,0,3.8,185,35,62,235,250.0,5047
24910,1,0,3.7,118,35,62,84,300.0,2816
24911,1,0,4.0,129,35,62,118,600.0,5047
24912,1,0,3.1,616,35,62,322,450.0,2629
24914,1,0,3.9,186,35,62,558,500.0,5047
24916,0,0,3.7,53,35,3,190,350.0,5047
24917,1,0,3.8,173,21,62,235,300.0,4943
24920,1,0,3.7,118,35,62,609,450.0,3397
24923,1,0,3.8,140,35,62,1190,500.0,1032
24924,1,0,3.9,41,35,62,315,550.0,2188
24925,1,0,3.8,128,35,62,851,400.0,1755
24927,1,0,3.3,58,35,62,1497,300.0,4681
24928,0,0,3.7,41,35,62,84,250.0,5047
24936,1,0,3.9,52,35,62,823,300.0,2147
24955,1,0,4.0,209,35,62,1150,550.0,4158
24961,1,0,3.7,93,35,62,1058,400.0,3818
24975,1,0,3.8,49,35,62,1597,300.0,3173
24976,1,0,2.9,215,35,62,322,500.0,3382
24977,1,0,3.6,76,35,62,1061,450.0,2375
24981,1,0,3.3,351,2,51,79,350.0,5047
24983,1,0,3.9,611,2,20,539,750.0,2395
24984,1,0,3.7,71,2,20,82,450.0,4608
24986,1,1,4.5,506,23,13,455,650.0,886
24988,0,0,4.0,157,2,57,878,1100.0,5047
24989,1,1,4.0,667,2,20,1307,700.0,2590
